index,MOF,node 1,node 2,edge,topo,UG,UG_five_level
327,sym_8_mc_9__L_7,sym_8_mc_9,,L_7,bcu,1.762,Bad
328,sym_8_mc_9__L_8,sym_8_mc_9,,L_8,bcu,1.706,Bad
329,sym_8_mc_9__L_9,sym_8_mc_9,,L_9,bcu,1.801,Bad
330,sym_3_mc_0_sym_4_mc_1__,sym_3_mc_0,sym_4_mc_1,,bor,15.615,Average
331,sym_3_mc_0_sym_4_mc_1_L_10,sym_3_mc_0,sym_4_mc_1,L_10,bor,23.664,Good
332,sym_3_mc_0_sym_4_mc_1_L_11,sym_3_mc_0,sym_4_mc_1,L_11,bor,23.14,Good
333,sym_3_mc_0_sym_4_mc_1_L_12,sym_3_mc_0,sym_4_mc_1,L_12,bor,24.949,Good
334,sym_3_mc_0_sym_4_mc_1_L_13,sym_3_mc_0,sym_4_mc_1,L_13,bor,23.838,Good
335,sym_3_mc_0_sym_4_mc_1_L_14,sym_3_mc_0,sym_4_mc_1,L_14,bor,27.065,Excellent
336,sym_3_mc_0_sym_4_mc_1_L_15,sym_3_mc_0,sym_4_mc_1,L_15,bor,26.824,Excellent
337,sym_3_mc_0_sym_4_mc_1_L_16,sym_3_mc_0,sym_4_mc_1,L_16,bor,29.277,Excellent
338,sym_3_mc_0_sym_4_mc_1_L_17,sym_3_mc_0,sym_4_mc_1,L_17,bor,29.183,Excellent
339,sym_3_mc_0_sym_4_mc_1_L_18,sym_3_mc_0,sym_4_mc_1,L_18,bor,28.119,Excellent
340,sym_3_mc_0_sym_4_mc_1_L_19,sym_3_mc_0,sym_4_mc_1,L_19,bor,31.941,Excellent
341,sym_3_mc_0_sym_4_mc_1_L_1,sym_3_mc_0,sym_4_mc_1,L_1,bor,17.84,Average
342,sym_3_mc_0_sym_4_mc_1_L_20,sym_3_mc_0,sym_4_mc_1,L_20,bor,31.882,Excellent
343,sym_3_mc_0_sym_4_mc_1_L_21,sym_3_mc_0,sym_4_mc_1,L_21,bor,31.097,Excellent
344,sym_3_mc_0_sym_4_mc_1_L_22,sym_3_mc_0,sym_4_mc_1,L_22,bor,32.6,Excellent
345,sym_3_mc_0_sym_4_mc_1_L_23,sym_3_mc_0,sym_4_mc_1,L_23,bor,33.957,Excellent
346,sym_3_mc_0_sym_4_mc_1_L_24,sym_3_mc_0,sym_4_mc_1,L_24,bor,34.523,Excellent
347,sym_3_mc_0_sym_4_mc_1_L_25,sym_3_mc_0,sym_4_mc_1,L_25,bor,33.627,Excellent
348,sym_3_mc_0_sym_4_mc_1_L_26,sym_3_mc_0,sym_4_mc_1,L_26,bor,32.85,Excellent
349,sym_3_mc_0_sym_4_mc_1_L_27,sym_3_mc_0,sym_4_mc_1,L_27,bor,36.423,Excellent
350,sym_3_mc_0_sym_4_mc_1_L_28,sym_3_mc_0,sym_4_mc_1,L_28,bor,32.676,Excellent
351,sym_3_mc_0_sym_4_mc_1_L_29,sym_3_mc_0,sym_4_mc_1,L_29,bor,36.495,Excellent
352,sym_3_mc_0_sym_4_mc_1_L_2,sym_3_mc_0,sym_4_mc_1,L_2,bor,20.991,Good
353,sym_3_mc_0_sym_4_mc_1_L_30,sym_3_mc_0,sym_4_mc_1,L_30,bor,35.367,Excellent
354,sym_3_mc_0_sym_4_mc_1_L_31,sym_3_mc_0,sym_4_mc_1,L_31,bor,33.501,Excellent
355,sym_3_mc_0_sym_4_mc_1_L_32,sym_3_mc_0,sym_4_mc_1,L_32,bor,36.526,Excellent
356,sym_3_mc_0_sym_4_mc_1_L_33,sym_3_mc_0,sym_4_mc_1,L_33,bor,36.746,Excellent
357,sym_3_mc_0_sym_4_mc_1_L_34,sym_3_mc_0,sym_4_mc_1,L_34,bor,38.976,Excellent
358,sym_3_mc_0_sym_4_mc_1_L_35,sym_3_mc_0,sym_4_mc_1,L_35,bor,37.963,Excellent
359,sym_3_mc_0_sym_4_mc_1_L_36,sym_3_mc_0,sym_4_mc_1,L_36,bor,36.8,Excellent
360,sym_3_mc_0_sym_4_mc_1_L_37,sym_3_mc_0,sym_4_mc_1,L_37,bor,38.755,Excellent
361,sym_3_mc_0_sym_4_mc_1_L_38,sym_3_mc_0,sym_4_mc_1,L_38,bor,38.192,Excellent
362,sym_3_mc_0_sym_4_mc_1_L_39,sym_3_mc_0,sym_4_mc_1,L_39,bor,40.042,Excellent
363,sym_3_mc_0_sym_4_mc_1_L_3,sym_3_mc_0,sym_4_mc_1,L_3,bor,22.346,Good
364,sym_3_mc_0_sym_4_mc_1_L_40,sym_3_mc_0,sym_4_mc_1,L_40,bor,39.087,Excellent
365,sym_3_mc_0_sym_4_mc_1_L_41,sym_3_mc_0,sym_4_mc_1,L_41,bor,40.657,Excellent
366,sym_3_mc_0_sym_4_mc_1_L_42,sym_3_mc_0,sym_4_mc_1,L_42,bor,39.077,Excellent
367,sym_3_mc_0_sym_4_mc_1_L_43,sym_3_mc_0,sym_4_mc_1,L_43,bor,43.372,Excellent
368,sym_3_mc_0_sym_4_mc_1_L_44,sym_3_mc_0,sym_4_mc_1,L_44,bor,42.288,Excellent
369,sym_3_mc_0_sym_4_mc_1_L_45,sym_3_mc_0,sym_4_mc_1,L_45,bor,41.114,Excellent
370,sym_3_mc_0_sym_4_mc_1_L_46,sym_3_mc_0,sym_4_mc_1,L_46,bor,47.241,Excellent
371,sym_3_mc_0_sym_4_mc_1_L_47,sym_3_mc_0,sym_4_mc_1,L_47,bor,46.764,Excellent
372,sym_3_mc_0_sym_4_mc_1_L_4,sym_3_mc_0,sym_4_mc_1,L_4,bor,21.529,Good
373,sym_3_mc_0_sym_4_mc_1_L_5,sym_3_mc_0,sym_4_mc_1,L_5,bor,20.721,Good
374,sym_3_mc_0_sym_4_mc_1_L_6,sym_3_mc_0,sym_4_mc_1,L_6,bor,21.021,Good
375,sym_3_mc_0_sym_4_mc_1_L_7,sym_3_mc_0,sym_4_mc_1,L_7,bor,23.089,Good
376,sym_3_mc_0_sym_4_mc_1_L_8,sym_3_mc_0,sym_4_mc_1,L_8,bor,22.437,Good
377,sym_3_mc_0_sym_4_mc_1_L_9,sym_3_mc_0,sym_4_mc_1,L_9,bor,22.283,Good
378,sym_3_mc_0_sym_4_on_14__,sym_3_mc_0,sym_4_on_14,,bor,6.246,Bad
379,sym_3_mc_0_sym_4_on_14_L_10,sym_3_mc_0,sym_4_on_14,L_10,bor,14.687,Average
380,sym_3_mc_0_sym_4_on_14_L_11,sym_3_mc_0,sym_4_on_14,L_11,bor,14.154,Poor
381,sym_3_mc_0_sym_4_on_14_L_12,sym_3_mc_0,sym_4_on_14,L_12,bor,16.519,Average
382,sym_3_mc_0_sym_4_on_14_L_13,sym_3_mc_0,sym_4_on_14,L_13,bor,15.222,Average
383,sym_3_mc_0_sym_4_on_14_L_16,sym_3_mc_0,sym_4_on_14,L_16,bor,20.7,Good
384,sym_3_mc_0_sym_4_on_14_L_17,sym_3_mc_0,sym_4_on_14,L_17,bor,20.766,Good
385,sym_3_mc_0_sym_4_on_14_L_18,sym_3_mc_0,sym_4_on_14,L_18,bor,19.26,Average
386,sym_3_mc_0_sym_4_on_14_L_19,sym_3_mc_0,sym_4_on_14,L_19,bor,23.488,Good
387,sym_3_mc_0_sym_4_on_14_L_1,sym_3_mc_0,sym_4_on_14,L_1,bor,10.864,Poor
388,sym_3_mc_0_sym_4_on_14_L_20,sym_3_mc_0,sym_4_on_14,L_20,bor,23.358,Good
389,sym_3_mc_0_sym_4_on_14_L_22,sym_3_mc_0,sym_4_on_14,L_22,bor,23.87,Good
390,sym_3_mc_0_sym_4_on_14_L_23,sym_3_mc_0,sym_4_on_14,L_23,bor,24.844,Good
391,sym_3_mc_0_sym_4_on_14_L_24,sym_3_mc_0,sym_4_on_14,L_24,bor,26.219,Excellent
392,sym_3_mc_0_sym_4_on_14_L_25,sym_3_mc_0,sym_4_on_14,L_25,bor,25.717,Good
393,sym_3_mc_0_sym_4_on_14_L_26,sym_3_mc_0,sym_4_on_14,L_26,bor,24.436,Good
394,sym_3_mc_0_sym_4_on_14_L_27,sym_3_mc_0,sym_4_on_14,L_27,bor,28.548,Excellent
395,sym_3_mc_0_sym_4_on_14_L_28,sym_3_mc_0,sym_4_on_14,L_28,bor,24.816,Good
396,sym_3_mc_0_sym_4_on_14_L_2,sym_3_mc_0,sym_4_on_14,L_2,bor,12.728,Poor
397,sym_3_mc_0_sym_4_on_14_L_31,sym_3_mc_0,sym_4_on_14,L_31,bor,25.24,Good
398,sym_3_mc_0_sym_4_on_14_L_32,sym_3_mc_0,sym_4_on_14,L_32,bor,28.264,Excellent
399,sym_3_mc_0_sym_4_on_14_L_33,sym_3_mc_0,sym_4_on_14,L_33,bor,28.015,Excellent
400,sym_3_mc_0_sym_4_on_14_L_34,sym_3_mc_0,sym_4_on_14,L_34,bor,30.296,Excellent
401,sym_3_mc_0_sym_4_on_14_L_35,sym_3_mc_0,sym_4_on_14,L_35,bor,29.233,Excellent
402,sym_3_mc_0_sym_4_on_14_L_36,sym_3_mc_0,sym_4_on_14,L_36,bor,28.772,Excellent
403,sym_3_mc_0_sym_4_on_14_L_37,sym_3_mc_0,sym_4_on_14,L_37,bor,30.788,Excellent
404,sym_3_mc_0_sym_4_on_14_L_38,sym_3_mc_0,sym_4_on_14,L_38,bor,30.325,Excellent
405,sym_3_mc_0_sym_4_on_14_L_39,sym_3_mc_0,sym_4_on_14,L_39,bor,32.008,Excellent
406,sym_3_mc_0_sym_4_on_14_L_3,sym_3_mc_0,sym_4_on_14,L_3,bor,13.72,Poor
407,sym_3_mc_0_sym_4_on_14_L_40,sym_3_mc_0,sym_4_on_14,L_40,bor,30.886,Excellent
408,sym_3_mc_0_sym_4_on_14_L_41,sym_3_mc_0,sym_4_on_14,L_41,bor,32.913,Excellent
409,sym_3_mc_0_sym_4_on_14_L_42,sym_3_mc_0,sym_4_on_14,L_42,bor,30.683,Excellent
410,sym_3_mc_0_sym_4_on_14_L_43,sym_3_mc_0,sym_4_on_14,L_43,bor,35.168,Excellent
411,sym_3_mc_0_sym_4_on_14_L_44,sym_3_mc_0,sym_4_on_14,L_44,bor,34.435,Excellent
412,sym_3_mc_0_sym_4_on_14_L_45,sym_3_mc_0,sym_4_on_14,L_45,bor,32.477,Excellent
413,sym_3_mc_0_sym_4_on_14_L_46,sym_3_mc_0,sym_4_on_14,L_46,bor,40.1,Excellent
414,sym_3_mc_0_sym_4_on_14_L_47,sym_3_mc_0,sym_4_on_14,L_47,bor,39.151,Excellent
415,sym_3_mc_0_sym_4_on_14_L_5,sym_3_mc_0,sym_4_on_14,L_5,bor,12.755,Poor
416,sym_3_mc_0_sym_4_on_14_L_6,sym_3_mc_0,sym_4_on_14,L_6,bor,13.55,Poor
417,sym_3_mc_0_sym_4_on_14_L_7,sym_3_mc_0,sym_4_on_14,L_7,bor,13.95,Poor
418,sym_3_mc_0_sym_4_on_14_L_8,sym_3_mc_0,sym_4_on_14,L_8,bor,13.926,Poor
419,sym_3_mc_0_sym_4_on_14_L_9,sym_3_mc_0,sym_4_on_14,L_9,bor,13.092,Poor
420,sym_3_mc_0_sym_4_on_6__,sym_3_mc_0,sym_4_on_6,,bor,5.825,Bad
421,sym_3_mc_0_sym_4_on_6_L_10,sym_3_mc_0,sym_4_on_6,L_10,bor,14.386,Poor
422,sym_3_mc_0_sym_4_on_6_L_11,sym_3_mc_0,sym_4_on_6,L_11,bor,13.683,Poor
423,sym_3_mc_0_sym_4_on_6_L_12,sym_3_mc_0,sym_4_on_6,L_12,bor,15.552,Average
424,sym_3_mc_0_sym_4_on_6_L_13,sym_3_mc_0,sym_4_on_6,L_13,bor,14.644,Average
425,sym_3_mc_0_sym_4_on_6_L_14,sym_3_mc_0,sym_4_on_6,L_14,bor,17.753,Average
426,sym_3_mc_0_sym_4_on_6_L_15,sym_3_mc_0,sym_4_on_6,L_15,bor,18.15,Average
427,sym_3_mc_0_sym_4_on_6_L_16,sym_3_mc_0,sym_4_on_6,L_16,bor,20.016,Good
428,sym_3_mc_0_sym_4_on_6_L_17,sym_3_mc_0,sym_4_on_6,L_17,bor,20.095,Good
429,sym_3_mc_0_sym_4_on_6_L_18,sym_3_mc_0,sym_4_on_6,L_18,bor,18.524,Average
430,sym_3_mc_0_sym_4_on_6_L_19,sym_3_mc_0,sym_4_on_6,L_19,bor,22.682,Good
431,sym_3_mc_0_sym_4_on_6_L_1,sym_3_mc_0,sym_4_on_6,L_1,bor,10.003,Poor
432,sym_3_mc_0_sym_4_on_6_L_20,sym_3_mc_0,sym_4_on_6,L_20,bor,22.764,Good
433,sym_3_mc_0_sym_4_on_6_L_21,sym_3_mc_0,sym_4_on_6,L_21,bor,26.421,Excellent
434,sym_3_mc_0_sym_4_on_6_L_22,sym_3_mc_0,sym_4_on_6,L_22,bor,22.663,Good
435,sym_3_mc_0_sym_4_on_6_L_23,sym_3_mc_0,sym_4_on_6,L_23,bor,24.18,Good
436,sym_3_mc_0_sym_4_on_6_L_24,sym_3_mc_0,sym_4_on_6,L_24,bor,24.858,Good
437,sym_3_mc_0_sym_4_on_6_L_25,sym_3_mc_0,sym_4_on_6,L_25,bor,25.017,Good
438,sym_3_mc_0_sym_4_on_6_L_26,sym_3_mc_0,sym_4_on_6,L_26,bor,23.006,Good
439,sym_3_mc_0_sym_4_on_6_L_27,sym_3_mc_0,sym_4_on_6,L_27,bor,27.434,Excellent
440,sym_3_mc_0_sym_4_on_6_L_28,sym_3_mc_0,sym_4_on_6,L_28,bor,24.288,Good
441,sym_3_mc_0_sym_4_on_6_L_29,sym_3_mc_0,sym_4_on_6,L_29,bor,27.845,Excellent
442,sym_3_mc_0_sym_4_on_6_L_2,sym_3_mc_0,sym_4_on_6,L_2,bor,11.855,Poor
443,sym_3_mc_0_sym_4_on_6_L_30,sym_3_mc_0,sym_4_on_6,L_30,bor,26.549,Excellent
444,sym_3_mc_0_sym_4_on_6_L_31,sym_3_mc_0,sym_4_on_6,L_31,bor,24.185,Good
445,sym_3_mc_0_sym_4_on_6_L_32,sym_3_mc_0,sym_4_on_6,L_32,bor,27.308,Excellent
446,sym_3_mc_0_sym_4_on_6_L_33,sym_3_mc_0,sym_4_on_6,L_33,bor,27.045,Excellent
447,sym_3_mc_0_sym_4_on_6_L_34,sym_3_mc_0,sym_4_on_6,L_34,bor,29.233,Excellent
448,sym_3_mc_0_sym_4_on_6_L_35,sym_3_mc_0,sym_4_on_6,L_35,bor,28.448,Excellent
449,sym_3_mc_0_sym_4_on_6_L_36,sym_3_mc_0,sym_4_on_6,L_36,bor,28.42,Excellent
450,sym_3_mc_0_sym_4_on_6_L_37,sym_3_mc_0,sym_4_on_6,L_37,bor,29.985,Excellent
451,sym_3_mc_0_sym_4_on_6_L_38,sym_3_mc_0,sym_4_on_6,L_38,bor,29.745,Excellent
452,sym_3_mc_0_sym_4_on_6_L_39,sym_3_mc_0,sym_4_on_6,L_39,bor,31.557,Excellent
453,sym_3_mc_0_sym_4_on_6_L_3,sym_3_mc_0,sym_4_on_6,L_3,bor,12.758,Poor
454,sym_3_mc_0_sym_4_on_6_L_40,sym_3_mc_0,sym_4_on_6,L_40,bor,30.441,Excellent
455,sym_3_mc_0_sym_4_on_6_L_41,sym_3_mc_0,sym_4_on_6,L_41,bor,32.078,Excellent
456,sym_3_mc_0_sym_4_on_6_L_42,sym_3_mc_0,sym_4_on_6,L_42,bor,29.888,Excellent
457,sym_3_mc_0_sym_4_on_6_L_43,sym_3_mc_0,sym_4_on_6,L_43,bor,34.768,Excellent
458,sym_3_mc_0_sym_4_on_6_L_44,sym_3_mc_0,sym_4_on_6,L_44,bor,33.32,Excellent
459,sym_3_mc_0_sym_4_on_6_L_45,sym_3_mc_0,sym_4_on_6,L_45,bor,31.683,Excellent
460,sym_3_mc_0_sym_4_on_6_L_46,sym_3_mc_0,sym_4_on_6,L_46,bor,39.5,Excellent
461,sym_3_mc_0_sym_4_on_6_L_47,sym_3_mc_0,sym_4_on_6,L_47,bor,38.088,Excellent
462,sym_3_mc_0_sym_4_on_6_L_4,sym_3_mc_0,sym_4_on_6,L_4,bor,13.435,Poor
463,sym_3_mc_0_sym_4_on_6_L_5,sym_3_mc_0,sym_4_on_6,L_5,bor,12.242,Poor
464,sym_3_mc_0_sym_4_on_6_L_6,sym_3_mc_0,sym_4_on_6,L_6,bor,12.758,Poor
465,sym_3_mc_0_sym_4_on_6_L_7,sym_3_mc_0,sym_4_on_6,L_7,bor,13.282,Poor
466,sym_3_mc_0_sym_4_on_6_L_8,sym_3_mc_0,sym_4_on_6,L_8,bor,13.204,Poor
467,sym_3_mc_0_sym_4_on_6_L_9,sym_3_mc_0,sym_4_on_6,L_9,bor,12.195,Poor
468,sym_3_mc_0_sym_4_on_7__,sym_3_mc_0,sym_4_on_7,,bor,8.95,Bad
469,sym_3_mc_0_sym_4_on_7_L_10,sym_3_mc_0,sym_4_on_7,L_10,bor,17.128,Average
470,sym_3_mc_0_sym_4_on_7_L_11,sym_3_mc_0,sym_4_on_7,L_11,bor,16.07,Average
471,sym_3_mc_0_sym_4_on_7_L_12,sym_3_mc_0,sym_4_on_7,L_12,bor,18.88,Average
472,sym_3_mc_0_sym_4_on_7_L_13,sym_3_mc_0,sym_4_on_7,L_13,bor,17.592,Average
473,sym_3_mc_0_sym_4_on_7_L_14,sym_3_mc_0,sym_4_on_7,L_14,bor,20.998,Good
474,sym_3_mc_0_sym_4_on_7_L_15,sym_3_mc_0,sym_4_on_7,L_15,bor,21.116,Good
475,sym_3_mc_0_sym_4_on_7_L_16,sym_3_mc_0,sym_4_on_7,L_16,bor,23.133,Good
476,sym_3_mc_0_sym_4_on_7_L_17,sym_3_mc_0,sym_4_on_7,L_17,bor,22.73,Good
477,sym_3_mc_0_sym_4_on_7_L_18,sym_3_mc_0,sym_4_on_7,L_18,bor,21.162,Good
478,sym_3_mc_0_sym_4_on_7_L_19,sym_3_mc_0,sym_4_on_7,L_19,bor,25.713,Good
479,sym_3_mc_0_sym_4_on_7_L_1,sym_3_mc_0,sym_4_on_7,L_1,bor,13.201,Poor
480,sym_3_mc_0_sym_4_on_7_L_20,sym_3_mc_0,sym_4_on_7,L_20,bor,25.167,Good
481,sym_3_mc_0_sym_4_on_7_L_21,sym_3_mc_0,sym_4_on_7,L_21,bor,30.439,Excellent
482,sym_3_mc_0_sym_4_on_7_L_22,sym_3_mc_0,sym_4_on_7,L_22,bor,25.658,Good
483,sym_3_mc_0_sym_4_on_7_L_23,sym_3_mc_0,sym_4_on_7,L_23,bor,26.669,Excellent
484,sym_3_mc_0_sym_4_on_7_L_24,sym_3_mc_0,sym_4_on_7,L_24,bor,28.14,Excellent
485,sym_3_mc_0_sym_4_on_7_L_25,sym_3_mc_0,sym_4_on_7,L_25,bor,27.424,Excellent
486,sym_3_mc_0_sym_4_on_7_L_26,sym_3_mc_0,sym_4_on_7,L_26,bor,26.515,Excellent
487,sym_3_mc_0_sym_4_on_7_L_27,sym_3_mc_0,sym_4_on_7,L_27,bor,30.224,Excellent
488,sym_3_mc_0_sym_4_on_7_L_28,sym_3_mc_0,sym_4_on_7,L_28,bor,26.582,Excellent
489,sym_3_mc_0_sym_4_on_7_L_29,sym_3_mc_0,sym_4_on_7,L_29,bor,30.745,Excellent
490,sym_3_mc_0_sym_4_on_7_L_2,sym_3_mc_0,sym_4_on_7,L_2,bor,14.477,Poor
491,sym_3_mc_0_sym_4_on_7_L_30,sym_3_mc_0,sym_4_on_7,L_30,bor,29.005,Excellent
492,sym_3_mc_0_sym_4_on_7_L_31,sym_3_mc_0,sym_4_on_7,L_31,bor,27.669,Excellent
493,sym_3_mc_0_sym_4_on_7_L_32,sym_3_mc_0,sym_4_on_7,L_32,bor,30.786,Excellent
494,sym_3_mc_0_sym_4_on_7_L_33,sym_3_mc_0,sym_4_on_7,L_33,bor,30.703,Excellent
495,sym_3_mc_0_sym_4_on_7_L_34,sym_3_mc_0,sym_4_on_7,L_34,bor,32.528,Excellent
496,sym_3_mc_0_sym_4_on_7_L_35,sym_3_mc_0,sym_4_on_7,L_35,bor,31.12,Excellent
497,sym_3_mc_0_sym_4_on_7_L_36,sym_3_mc_0,sym_4_on_7,L_36,bor,30.508,Excellent
498,sym_3_mc_0_sym_4_on_7_L_37,sym_3_mc_0,sym_4_on_7,L_37,bor,33.044,Excellent
499,sym_3_mc_0_sym_4_on_7_L_38,sym_3_mc_0,sym_4_on_7,L_38,bor,32.24,Excellent
500,sym_3_mc_0_sym_4_on_7_L_39,sym_3_mc_0,sym_4_on_7,L_39,bor,34.019,Excellent
501,sym_3_mc_0_sym_4_on_7_L_3,sym_3_mc_0,sym_4_on_7,L_3,bor,16.142,Average
502,sym_3_mc_0_sym_4_on_7_L_40,sym_3_mc_0,sym_4_on_7,L_40,bor,32.747,Excellent
503,sym_3_mc_0_sym_4_on_7_L_41,sym_3_mc_0,sym_4_on_7,L_41,bor,34.896,Excellent
504,sym_3_mc_0_sym_4_on_7_L_42,sym_3_mc_0,sym_4_on_7,L_42,bor,32.331,Excellent
505,sym_3_mc_0_sym_4_on_7_L_43,sym_3_mc_0,sym_4_on_7,L_43,bor,36.985,Excellent
506,sym_3_mc_0_sym_4_on_7_L_44,sym_3_mc_0,sym_4_on_7,L_44,bor,35.967,Excellent
507,sym_3_mc_0_sym_4_on_7_L_45,sym_3_mc_0,sym_4_on_7,L_45,bor,35.01,Excellent
508,sym_3_mc_0_sym_4_on_7_L_46,sym_3_mc_0,sym_4_on_7,L_46,bor,40.794,Excellent
509,sym_3_mc_0_sym_4_on_7_L_47,sym_3_mc_0,sym_4_on_7,L_47,bor,41.657,Excellent
510,sym_3_mc_0_sym_4_on_7_L_4,sym_3_mc_0,sym_4_on_7,L_4,bor,16.248,Average
511,sym_3_mc_0_sym_4_on_7_L_5,sym_3_mc_0,sym_4_on_7,L_5,bor,15.302,Average
512,sym_3_mc_0_sym_4_on_7_L_6,sym_3_mc_0,sym_4_on_7,L_6,bor,15.502,Average
513,sym_3_mc_0_sym_4_on_7_L_7,sym_3_mc_0,sym_4_on_7,L_7,bor,16.6,Average
514,sym_3_mc_0_sym_4_on_7_L_8,sym_3_mc_0,sym_4_on_7,L_8,bor,16.064,Average
515,sym_3_mc_0_sym_4_on_7_L_9,sym_3_mc_0,sym_4_on_7,L_9,bor,15.696,Average
516,sym_3_mc_0_sym_4_on_8__,sym_3_mc_0,sym_4_on_8,,bor,12.573,Poor
517,sym_3_mc_0_sym_4_on_8_L_10,sym_3_mc_0,sym_4_on_8,L_10,bor,21.596,Good
518,sym_3_mc_0_sym_4_on_8_L_11,sym_3_mc_0,sym_4_on_8,L_11,bor,20.487,Good
519,sym_3_mc_0_sym_4_on_8_L_12,sym_3_mc_0,sym_4_on_8,L_12,bor,22.479,Good
520,sym_3_mc_0_sym_4_on_8_L_13,sym_3_mc_0,sym_4_on_8,L_13,bor,20.883,Good
521,sym_3_mc_0_sym_4_on_8_L_14,sym_3_mc_0,sym_4_on_8,L_14,bor,25.4,Good
522,sym_3_mc_0_sym_4_on_8_L_15,sym_3_mc_0,sym_4_on_8,L_15,bor,25.826,Good
523,sym_3_mc_0_sym_4_on_8_L_16,sym_3_mc_0,sym_4_on_8,L_16,bor,27.715,Excellent
524,sym_3_mc_0_sym_4_on_8_L_17,sym_3_mc_0,sym_4_on_8,L_17,bor,26.341,Excellent
525,sym_3_mc_0_sym_4_on_8_L_18,sym_3_mc_0,sym_4_on_8,L_18,bor,25.225,Good
526,sym_3_mc_0_sym_4_on_8_L_19,sym_3_mc_0,sym_4_on_8,L_19,bor,29.714,Excellent
527,sym_3_mc_0_sym_4_on_8_L_1,sym_3_mc_0,sym_4_on_8,L_1,bor,16.974,Average
528,sym_3_mc_0_sym_4_on_8_L_20,sym_3_mc_0,sym_4_on_8,L_20,bor,29.086,Excellent
529,sym_3_mc_0_sym_4_on_8_L_21,sym_3_mc_0,sym_4_on_8,L_21,bor,34.903,Excellent
530,sym_3_mc_0_sym_4_on_8_L_22,sym_3_mc_0,sym_4_on_8,L_22,bor,29.44,Excellent
531,sym_3_mc_0_sym_4_on_8_L_23,sym_3_mc_0,sym_4_on_8,L_23,bor,30.128,Excellent
532,sym_3_mc_0_sym_4_on_8_L_24,sym_3_mc_0,sym_4_on_8,L_24,bor,31.901,Excellent
533,sym_3_mc_0_sym_4_on_8_L_25,sym_3_mc_0,sym_4_on_8,L_25,bor,31.289,Excellent
534,sym_3_mc_0_sym_4_on_8_L_26,sym_3_mc_0,sym_4_on_8,L_26,bor,28.971,Excellent
535,sym_3_mc_0_sym_4_on_8_L_27,sym_3_mc_0,sym_4_on_8,L_27,bor,34.289,Excellent
536,sym_3_mc_0_sym_4_on_8_L_28,sym_3_mc_0,sym_4_on_8,L_28,bor,30.675,Excellent
537,sym_3_mc_0_sym_4_on_8_L_29,sym_3_mc_0,sym_4_on_8,L_29,bor,35.312,Excellent
538,sym_3_mc_0_sym_4_on_8_L_2,sym_3_mc_0,sym_4_on_8,L_2,bor,18.79,Average
539,sym_3_mc_0_sym_4_on_8_L_30,sym_3_mc_0,sym_4_on_8,L_30,bor,33.69,Excellent
540,sym_3_mc_0_sym_4_on_8_L_31,sym_3_mc_0,sym_4_on_8,L_31,bor,30.798,Excellent
541,sym_3_mc_0_sym_4_on_8_L_32,sym_3_mc_0,sym_4_on_8,L_32,bor,33.87,Excellent
542,sym_3_mc_0_sym_4_on_8_L_33,sym_3_mc_0,sym_4_on_8,L_33,bor,33.855,Excellent
543,sym_3_mc_0_sym_4_on_8_L_34,sym_3_mc_0,sym_4_on_8,L_34,bor,35.978,Excellent
544,sym_3_mc_0_sym_4_on_8_L_35,sym_3_mc_0,sym_4_on_8,L_35,bor,34.819,Excellent
545,sym_3_mc_0_sym_4_on_8_L_36,sym_3_mc_0,sym_4_on_8,L_36,bor,33.888,Excellent
546,sym_3_mc_0_sym_4_on_8_L_37,sym_3_mc_0,sym_4_on_8,L_37,bor,36.294,Excellent
547,sym_3_mc_0_sym_4_on_8_L_38,sym_3_mc_0,sym_4_on_8,L_38,bor,35.963,Excellent
548,sym_3_mc_0_sym_4_on_8_L_39,sym_3_mc_0,sym_4_on_8,L_39,bor,37.795,Excellent
549,sym_3_mc_0_sym_4_on_8_L_3,sym_3_mc_0,sym_4_on_8,L_3,bor,20.223,Good
550,sym_3_mc_0_sym_4_on_8_L_40,sym_3_mc_0,sym_4_on_8,L_40,bor,36.305,Excellent
551,sym_3_mc_0_sym_4_on_8_L_41,sym_3_mc_0,sym_4_on_8,L_41,bor,38.324,Excellent
552,sym_3_mc_0_sym_4_on_8_L_42,sym_3_mc_0,sym_4_on_8,L_42,bor,36.039,Excellent
553,sym_3_mc_0_sym_4_on_8_L_43,sym_3_mc_0,sym_4_on_8,L_43,bor,40.659,Excellent
554,sym_3_mc_0_sym_4_on_8_L_44,sym_3_mc_0,sym_4_on_8,L_44,bor,41.11,Excellent
555,sym_3_mc_0_sym_4_on_8_L_45,sym_3_mc_0,sym_4_on_8,L_45,bor,36.854,Excellent
556,sym_3_mc_0_sym_4_on_8_L_46,sym_3_mc_0,sym_4_on_8,L_46,bor,44.574,Excellent
557,sym_3_mc_0_sym_4_on_8_L_47,sym_3_mc_0,sym_4_on_8,L_47,bor,44.884,Excellent
558,sym_3_mc_0_sym_4_on_8_L_4,sym_3_mc_0,sym_4_on_8,L_4,bor,20.588,Good
559,sym_3_mc_0_sym_4_on_8_L_5,sym_3_mc_0,sym_4_on_8,L_5,bor,18.281,Average
560,sym_3_mc_0_sym_4_on_8_L_6,sym_3_mc_0,sym_4_on_8,L_6,bor,19.874,Good
561,sym_3_mc_0_sym_4_on_8_L_7,sym_3_mc_0,sym_4_on_8,L_7,bor,20.636,Good
